id,title,authors,year,scope,topic,summary,boundary,source_url,citation_number
2608.03509,SkillJack: Persistent Skill Backdoors in Self-Evolving Agents,"Zonghao Ying, Xiangfan Wu, Huiyu Wu, Xing Zheng, Huangsheng Cheng, Xiaorong Shi, Jing Guo",2026,core,safety,污染经验被转化成技能，可在原记录删除后持续存在,区分制品植入、运行时成功及源删除后残留,https://arxiv.org/abs/2608.03509,54
2608.05563,When Experience Becomes Instruction: Trajectory Poisoning in Self-Evolving Agent Skill Systems,"Jialuo Chen, Lingqi Jiang, Xinhao Deng, Xiaohu Du, Jianan Ma, Yunhao Feng, Yuqi Qing, Zhihao Yuan, Linkang Du, Jingyi Wang",2026,core,safety,操纵轨迹证据被演化过程归因和提升为技能,支持率与系统配置是条件，不能与其他攻击分数直接横比,https://arxiv.org/abs/2608.05563,55
2608.08303,Query-Only Backdoor Attacks on Self-Evolving Skills via Trajectory Poisoning,"Yuyang Luo, Haoran Wang, Kai Shu",2026,core,safety,查询交互影响轨迹再形成条件触发技能,后续可与其他技能晋升攻击做权限匹配比较,https://arxiv.org/abs/2608.08303,
2608.10218,Mind Viruses: Self-Propagating Ideas in Multi-Agent LLM Systems,"Vassilis Papadopoulos, McNair Shah, Sam Zimmerman, Jack Lindsey",2026,core,safety,研究多 Agent 间可自传播观念及影响因素,原文认为风险当前有限，且简单警示在所测场景有效,https://arxiv.org/abs/2608.10218,67
2608.12977,Beyond Handcrafted Security: Towards Self-Evolving Defense for LLM Agents,"Jiajun Ruan, Peiyang Li, Yukun Chen, Fengting Li, Chao Feng",2026,core,safety,根据失败轨迹自主演化运行时 harness 防御,防御构造工作，正文以 SafeEvolve 等作代表,https://arxiv.org/abs/2608.12977,
2608.14621,AutoMem: A Text-Gradient Recursive Self-Improvement Framework for Automated Memory Architectures Search,"Lin Du, Jie Zhou, Yuxuan Cai, Kai Chen, Qin Chen, Xin Li, Bo Zhang, Wei Li, Liang He",2026,core,evolution,已知编码/存储/检索/管理组件组合搜索，失败诊断指导提案,当前任务级搜索与有限组件空间，不是任意架构生成,https://arxiv.org/abs/2608.14621,28
2608.23268,Dual-Grained Agent Memory and Shapley Context Attribution for Multimodal Agentic Learner,"Jieke Wang, Tiancheng Shen, Yibo Yang, Ming-Hsuan Yang",2026,core,multimodal,实例/类别双粒度记忆与规则贡献归因,训练期构建、测试只读，不能算测试时在线演化,https://arxiv.org/abs/2608.23268,39
2608.24876,Recursive Experiential-Working Memory Evolution for Long-Horizon Agent Harnesses,"Zhaochen Yu, Yingcheng Wu, Zhenfei Yin, Kaiyuan Chen, Zhe Zhao, Mengdi Wang, Shuicheng Yan, Ling Yang",2026,core,evolution,工作状态指导经验技能调用，固定 Meta-Agent 做受验证局部更新,基础模型与外层流程固定；不能据此声称开放式 RSI,https://arxiv.org/abs/2608.24876,29
2608.25776,EVOMAL: Self-Poisoning in Self-Evolving Coding Agents,"Xiaodong Wu, Yu Shi, Qi Li, Zhimin Zhao, Xiangman Li, Bram Adams, Ahmed E. Hassan, Jianbing Ni",2026,core,safety,编码 Agent 模仿污染技能并产生新污染技能,复制与传播威胁，后续技能谱系审计的重要扩展,https://arxiv.org/abs/2608.25776,
2608.26013,VISA: Agentic Self-Evolving Data Synthesis for Multimodal Instruction Following,"Min Zeng, Guanxin Tan, Libin Cen, Yafei Wen, Rui Hu, Liuyang Bian, Xiaolong Chen, Xiaoxin Chen",2026,core,multimodal,用持续反馈记忆改善多模态指令数据合成,主要数据合成应用，未纳入正文以免偏离记忆机制,https://arxiv.org/abs/2608.26013,
2608.26983,GraphMemix: Query-Aware Evidence Forests for Long-Term Multimodal Agent Memory,"Geng Li, Yuhao Wang, Dong Li, Jianye Hao, Yuxin Peng",2026,core,multimodal,查询相关图扩展与预算下的证据森林选择,包括验证和组织成本；不将其直接当持续自进化,https://arxiv.org/abs/2608.26983,35
2608.27141,Safety Does Not Compose: Non-Decaying Loop State for Autonomous LLM Agents,"Chenhao Wu, Haoxuan Jia, Yang Liu, Yingguang Yang, Yuhan Lin, Chongyang Zhang, Hao Zheng, Yulin Huang, Jianshen Zhang, Yongzhi Qi, Shang Luo, Kefu Xu, Jifeng Zhu, Bin Chong",2026,core,safety,分析跨迭代证据下单轨迹安全监控的限制,形式化结论有具体监控与威胁假设，本次未独立审证明,https://arxiv.org/abs/2608.27141,
2608.30429,EvoSkill Injection: Red-Teaming Autonomous Skill Generation and Evolution in Self-Evolving Agents,"Doyun Kim, Chanwoo Kim, Sugyeong Eo, Yeo-Chan Yoon, Chanjun Park",2026,core,safety,评估自主技能生成与演化中的持久恶意能力形成,与正文技能晋升威胁相邻，保留扩展索引,https://arxiv.org/abs/2608.30429,
2609.01836,Agent Memory Is a Surface for Endogenous Authorization Laundering,"Tommaso Cerruti, Mika Okamoto, Ansel Kaplan Erol",2026,core,safety,正常授权历史经更新后产生虚假许可，使用确定性账本与模拟工具,不测真实部署发生率，缓解措施可能过度拒绝,https://arxiv.org/abs/2609.01836,60
2609.02786,SafeEvolve: Harness-Policy Co-Evolution from Agent Experience for Safety Alignment,"Qinghua Mao, Wanying Qu, Dadi Guo, Leitao Yuan, Qingyu Liu, Yu Li, Guanxu Chen, Yanwei Fu, Xi Lin, Xia Hu, Dongrui Liu",2026,core,safety,安全轨迹同时驱动 harness 更新与 SFT/RL 策略学习,不是纯记忆补丁；部署效用与安全仍要共同衡量,https://arxiv.org/abs/2609.02786,64
preprints202608.0051,"The Path to Recursive Self-Improving Agents: Foundation, Framework, and Future Directions","Shuaiqi Liu, Zhengkai Lin, Yuxiang Zhang, Yuanyi Ren, Yue Wu, Yongbin Li, Zheng Wang, Zhihang Fu, Jieping Ye",2026,core,foundations,区分组件自我改进与改进机制本身的递归改变,出版社直接读取403，搜索与作者项目引用匹配；不算全文精读,https://www.preprints.org/manuscript/202608.0051,30
zotero-LSLACV9I,A survey of reward hacking in agentic large language model systems,"Arun Morampudi, Ujval Irrinki, Rahul Grandhi, Venkata Pagadala, Madhavi Maddula",2026,peripheral,peripheral,原收藏中的一般 test-time compute scaling 或 reward hacking 文献，保留入口以便完整追踪。,不在本次 Agent memory 核心候选池内；未进一步核验出版元数据或结论。,https://doi.org/10.1007/s44163-026-01980-z,
zotero-TZ29U74B,SCALING LLM TEST-TIME COMPUTE OPTIMALLY CAN BE MORE EFFECTIVE THAN SCALING PARAMETERS FOR REASONING,"Charlie Snell, Jaehoon Lee, Kelvin Xu, Aviral Kumar",2025,peripheral,peripheral,原收藏中的一般 test-time compute scaling 或 reward hacking 文献，保留入口以便完整追踪。,不在本次 Agent memory 核心候选池内；未进一步核验出版元数据或结论。,https://scholar.google.com/scholar?q=SCALING%20LLM%20TEST-TIME%20COMPUTE%20OPTIMALLY%20CAN%20BE%20MORE%20EFFECTIVE%20THAN%20SCALING%20PARAMETERS%20FOR%20REASONING,
